cell_id,lat_center,lon_center,count
1056,38.25,-99.25,166
1057,38.25,-98.75,97
1058,38.25,-98.25,382
1059,38.25,-97.75,646
1060,38.25,-97.25,290
1061,38.25,-96.75,270
1062,38.25,-96.25,277
1063,38.25,-95.75,181
1064,38.25,-95.25,452
1065,38.25,-94.75,241
1066,38.25,-94.25,21
1067,38.25,-93.75,338
1068,38.25,-93.25,197
1069,38.25,-92.75,351
1070,38.25,-92.25,162
1071,38.25,-91.75,130
1072,38.25,-91.25,239
1073,38.25,-90.75,127
1074,38.25,-90.25,204
1075,38.25,-89.75,95
1076,38.25,-89.25,275
1077,38.25,-88.75,99
1078,38.25,-88.25,119
1079,38.25,-87.75,243
1080,38.25,-87.25,178
1081,38.25,-86.75,186
1082,38.25,-86.25,124
1083,38.25,-85.75,2402
1084,38.25,-85.25,180
1085,38.25,-84.75,419
1086,38.25,-84.25,299
1087,38.25,-83.75,442
1088,38.25,-83.25,207
1089,38.25,-82.75,1065
1090,38.25,-82.25,1777
1091,38.25,-81.75,632
1092,38.25,-81.25,179
1093,38.25,-80.75,215
1094,38.25,-80.25,140
1095,38.25,-79.75,244
1096,38.25,-79.25,283
1097,38.25,-78.75,872
1098,38.25,-78.25,387
1099,38.25,-77.75,559
1100,38.25,-77.25,360
1101,38.25,-76.75,272
1102,38.25,-76.25,44
1103,38.25,-75.75,477
1104,38.25,-75.25,975
1105,38.75,-123.75,25
1106,38.75,-123.25,181
1107,38.75,-122.75,713
1108,38.75,-122.25,246
1109,38.75,-121.75,2608
1110,38.75,-121.25,5111
1111,38.75,-120.75,199
1112,38.75,-120.25,249
1113,38.75,-119.75,462
1114,38.75,-119.25,21
1115,38.75,-118.75,109
1116,38.75,-118.25,29
1117,38.75,-114.25,47
1118,38.75,-113.75,270
1119,38.75,-112.75,456
1120,38.75,-112.25,820
1121,38.75,-111.75,537
1122,38.75,-111.25,474
1123,38.75,-110.75,320
1124,38.75,-110.25,299
1125,38.75,-109.75,739
1126,38.75,-109.25,392
1127,38.75,-108.75,68
1128,38.75,-108.25,166
1129,38.75,-107.75,120
1130,38.75,-107.25,97
1131,38.75,-106.75,162
1132,38.75,-106.25,219
1133,38.75,-105.75,124
1134,38.75,-105.25,376
1135,38.75,-104.75,8085
1136,38.75,-103.75,126
1137,38.75,-103.25,130
1138,38.75,-102.75,166
1139,38.75,-102.25,76
1140,38.75,-101.75,70
1141,38.75,-99.75,44
1142,38.75,-99.25,70
1143,38.75,-98.75,53
1144,38.75,-98.25,130
1145,38.75,-97.75,177
1146,38.75,-97.25,30
1147,38.75,-96.75,280
1148,38.75,-96.25,519
1149,38.75,-95.75,227
1150,38.75,-95.25,1326
1151,38.75,-94.75,1491
1152,38.75,-94.25,779
1153,38.75,-93.75,71
1154,38.75,-93.25,332
1155,38.75,-92.75,478
1156,38.75,-92.25,762
1157,38.75,-91.75,338
1158,38.75,-91.25,234
1159,38.75,-90.75,1137
1160,38.75,-90.25,2313
1161,38.75,-89.75,588
1162,38.75,-89.25,252
1163,38.75,-88.75,66
1164,38.75,-88.25,170
1165,38.75,-87.75,40
1166,38.75,-87.25,74
1167,38.75,-86.75,30
1168,38.75,-86.25,59
1169,38.75,-85.75,112
1170,38.75,-85.25,120
1171,38.75,-84.75,316
1172,38.75,-84.25,328
1173,38.75,-83.75,503
1174,38.75,-83.25,260
1175,38.75,-82.75,612
1176,38.75,-82.25,642
1177,38.75,-81.75,383
1178,38.75,-80.75,156
1179,38.75,-79.75,178
1180,38.75,-79.25,74
1181,38.75,-78.75,145
1182,38.75,-78.25,409
1183,38.75,-77.75,556
1184,38.75,-77.25,3047
1185,38.75,-76.75,1919
1186,38.75,-76.25,417
1187,38.75,-75.75,694
1188,38.75,-75.25,863
1189,38.75,-74.75,85
1190,39.25,-123.75,422
1191,39.25,-123.25,447
1192,39.25,-122.75,649
1193,39.25,-122.25,337
1194,39.25,-121.75,307
1195,39.25,-121.25,82
1196,39.25,-120.75,171
1197,39.25,-120.25,328
1198,39.25,-119.75,1045
1199,39.25,-119.25,199
1200,39.25,-118.75,49
1201,39.25,-115.75,41
1202,39.25,-115.25,84
1203,39.25,-114.75,66
1204,39.25,-114.25,98
1205,39.25,-113.75,215
1206,39.25,-113.25,220
1207,39.25,-112.75,487
1208,39.25,-112.25,762
1209,39.25,-111.75,661
1210,39.25,-111.25,441
1211,39.25,-110.75,281
1212,39.25,-110.25,359
1213,39.25,-109.25,215
1214,39.25,-108.75,1449
1215,39.25,-108.25,548
1216,39.25,-107.75,28
1217,39.25,-107.25,145
1218,39.25,-106.75,162
1219,39.25,-106.25,275
1220,39.25,-105.75,402
1221,39.25,-105.25,599
1222,39.25,-104.75,846
1223,39.25,-104.25,253
1224,39.25,-103.75,339
1225,39.25,-103.25,172
1226,39.25,-102.75,40
1227,39.25,-102.25,55
1228,39.25,-101.75,61
1229,39.25,-101.25,184
1230,39.25,-100.75,162
1231,39.25,-100.25,95
1232,39.25,-99.75,46
1233,39.25,-99.25,32
1234,39.25,-98.75,37
1235,39.25,-98.25,42
1236,39.25,-97.75,63
1237,39.25,-97.25,62
1238,39.25,-96.75,1228
1239,39.25,-96.25,530
1240,39.25,-95.75,492
1241,39.25,-95.25,360
1242,39.25,-94.75,3032
1243,39.25,-94.25,583
1244,39.25,-93.75,134
1245,39.25,-93.25,91
1246,39.25,-92.75,115
1247,39.25,-92.25,223
1248,39.25,-91.75,341
1249,39.25,-91.25,347
1250,39.25,-90.75,39
1251,39.25,-89.75,252
1252,39.25,-89.25,63
1253,39.25,-88.75,78
1254,39.25,-88.25,68
1255,39.25,-87.75,80
1256,39.25,-87.25,266
1257,39.25,-86.75,242
1258,39.25,-86.25,80
1259,39.25,-85.75,375
1260,39.25,-85.25,683
1261,39.25,-84.75,668
1262,39.25,-84.25,1278
1263,39.25,-83.75,576
1264,39.25,-83.25,588
1265,39.25,-82.75,669
1266,39.25,-82.25,476
1267,39.25,-81.75,368
1268,39.25,-81.25,249
1269,39.25,-80.75,57
1270,39.25,-80.25,248
1271,39.25,-79.75,181
1272,39.25,-79.25,118
1273,39.25,-78.75,141
1274,39.25,-78.25,423
1275,39.25,-77.75,675
1276,39.25,-77.25,2007
1277,39.25,-76.75,4938
1278,39.25,-76.25,2156
1279,39.25,-75.75,1184
1280,39.25,-75.25,175
1281,39.25,-74.75,469
1282,39.25,-74.25,238
1283,39.75,-123.75,531
1284,39.75,-123.25,198
1285,39.75,-122.75,369
1286,39.75,-122.25,3434
1287,39.75,-121.75,459
1288,39.75,-121.25,20
1289,39.75,-120.25,149
1290,39.75,-119.75,1844
1291,39.75,-119.25,320
1292,39.75,-118.75,29
1293,39.75,-112.25,536
1294,39.75,-111.75,690
1295,39.75,-111.25,738
1296,39.75,-110.75,539
1297,39.75,-110.25,189
1298,39.75,-107.75,166
1299,39.75,-107.25,99
1300,39.75,-106.75,273
1301,39.75,-106.25,243
1302,39.75,-105.75,485
1303,39.75,-105.25,5106
1304,39.75,-104.75,5829
1305,39.75,-104.25,127
1306,39.75,-103.75,30
1307,39.75,-103.25,41
1308,39.75,-102.75,129
1309,39.75,-102.25,79
1310,39.75,-101.75,111
1311,39.75,-101.25,111
1312,39.75,-100.75,100
1313,39.75,-100.25,133
1314,39.75,-99.75,90
1315,39.75,-99.25,50
1316,39.75,-98.75,71
1317,39.75,-97.75,175
1318,39.75,-97.25,28
1319,39.75,-96.75,417
1320,39.75,-96.25,100
1321,39.75,-95.75,418
1322,39.75,-95.25,357
1323,39.75,-94.75,1045
1324,39.75,-94.25,605
1325,39.75,-93.75,138
1326,39.75,-93.25,165
1327,39.75,-92.75,249
1328,39.75,-92.25,332
1329,39.75,-91.75,144
1330,39.75,-91.25,263
1331,39.75,-90.75,364
1332,39.75,-90.25,216
1333,39.75,-89.75,742
1334,39.75,-89.25,139
1335,39.75,-88.75,174
1336,39.75,-88.25,45
1337,39.75,-87.25,23
1338,39.75,-86.75,139
1339,39.75,-86.25,1424
1340,39.75,-85.75,486
1341,39.75,-85.25,134
1342,39.75,-84.75,133
1343,39.75,-84.25,624
1344,39.75,-83.75,647
1345,39.75,-83.25,897
1346,39.75,-82.75,596
1347,39.75,-82.25,360
1348,39.75,-81.75,356
1349,39.75,-81.25,29
1350,39.75,-80.75,81
1351,39.75,-80.25,135
1352,39.75,-79.75,399
1353,39.75,-79.25,328
1354,39.75,-78.75,483
1355,39.75,-78.25,383
1356,39.75,-77.75,711
1357,39.75,-77.25,689
1358,39.75,-76.75,2140
1359,39.75,-76.25,2819
1360,39.75,-75.75,1529
1361,39.75,-75.25,1596
1362,39.75,-74.75,251
1363,39.75,-74.25,282
1364,40.25,-124.25,607
1365,40.25,-123.75,1783
1366,40.25,-122.75,251
1367,40.25,-122.25,893
1368,40.25,-121.75,111
1369,40.25,-120.75,246
1370,40.25,-120.25,113
1371,40.25,-119.25,33
1372,40.25,-118.25,21
1373,40.25,-112.75,360
1374,40.25,-112.25,773
1375,40.25,-111.75,2145
1376,40.25,-111.25,399
1377,40.25,-110.75,392
1378,40.25,-110.25,504
1379,40.25,-109.75,414
1380,40.25,-109.25,435
1381,40.25,-108.75,75
1382,40.25,-108.25,62
1383,40.25,-107.25,20
1384,40.25,-106.75,80
1385,40.25,-106.25,133
1386,40.25,-105.75,544
1387,40.25,-105.25,2243
1388,40.25,-104.75,694
1389,40.25,-104.25,108
1390,40.25,-103.75,62
1391,40.25,-103.25,24
1392,40.25,-101.75,43
1393,40.25,-101.25,29
1394,40.25,-100.75,75
1395,40.25,-99.25,165
1396,40.25,-98.75,136
1397,40.25,-98.25,100
1398,40.25,-97.75,104
1399,40.25,-97.25,74
1400,40.25,-96.75,289
1401,40.25,-96.25,59
1402,40.25,-95.75,62
1403,40.25,-95.25,257
1404,40.25,-94.75,474
1405,40.25,-94.25,164
1406,40.25,-93.75,139
1407,40.25,-92.75,159
1408,40.25,-92.25,133
1409,40.25,-91.75,132
1410,40.25,-91.25,411
1411,40.25,-90.75,159
1412,40.25,-90.25,115
1413,40.25,-89.75,73
1414,40.25,-89.25,814
1415,40.25,-88.75,770
1416,40.25,-88.25,352
1417,40.25,-87.75,158
1418,40.25,-87.25,77
1419,40.25,-86.75,318
1420,40.25,-86.25,464
1421,40.25,-85.75,610
1422,40.25,-85.25,193
1423,40.25,-84.75,221
1424,40.25,-84.25,529
1425,40.25,-83.75,1721
1426,40.25,-83.25,2314
1427,40.25,-82.75,2682
1428,40.25,-82.25,1656
1429,40.25,-81.75,623
1430,40.25,-81.25,287
1431,40.25,-80.75,287
1432,40.25,-80.25,1156
1433,40.25,-79.75,1799
1434,40.25,-79.25,341
1435,40.25,-78.75,234
1436,40.25,-78.25,590
1437,40.25,-77.75,127
1438,40.25,-77.25,386
1439,40.25,-76.75,2165
1440,40.25,-76.25,1018
1441,40.25,-75.75,1244
1442,40.25,-75.25,1822
1443,40.25,-74.75,998
1444,40.25,-74.25,913
1445,40.75,-124.25,1969
1446,40.75,-123.75,866
1447,40.75,-123.25,291
1448,40.75,-122.75,448
1449,40.75,-122.25,1422
1450,40.75,-121.75,826
1451,40.75,-121.25,166
1452,40.75,-120.75,228
1453,40.75,-119.25,79
1454,40.75,-118.25,27
1455,40.75,-117.75,29
1456,40.75,-115.75,90
1457,40.75,-114.25,64
1458,40.75,-113.75,402
1459,40.75,-113.25,377
1460,40.75,-112.75,631
1461,40.75,-112.25,1055
1462,40.75,-111.75,2774
1463,40.75,-111.25,794
1464,40.75,-110.75,195
1465,40.75,-109.75,243
1466,40.75,-109.25,246
1467,40.75,-107.25,34
1468,40.75,-106.25,48
1469,40.75,-105.75,40
1470,40.75,-105.25,870
1471,40.75,-104.75,218
1472,40.75,-103.75,86
1473,40.75,-103.25,125
1474,40.75,-102.75,53
1475,40.75,-102.25,68
1476,40.75,-101.75,95
1477,40.75,-100.75,98
1478,40.75,-100.25,64
1479,40.75,-99.75,56
1480,40.75,-99.25,303
1481,40.75,-98.75,332
1482,40.75,-98.25,548
1483,40.75,-97.75,121
1484,40.75,-97.25,191
1485,40.75,-96.75,485
1486,40.75,-96.25,104
1487,40.75,-95.75,110
1488,40.75,-94.25,50
1489,40.75,-93.75,356
1490,40.75,-93.25,70
1491,40.75,-92.75,79
1492,40.75,-92.25,130
1493,40.75,-91.75,667
1494,40.75,-91.25,435
1495,40.75,-90.75,108
1496,40.75,-90.25,91
1497,40.75,-89.75,554
1498,40.75,-89.25,318
1499,40.75,-88.75,564
1500,40.75,-88.25,57
1501,40.75,-87.75,135
1502,40.75,-87.25,36
1503,40.75,-86.75,54
1504,40.75,-86.25,148
1505,40.75,-85.75,104
1506,40.75,-85.25,453
1507,40.75,-84.75,768
1508,40.75,-84.25,490
1509,40.75,-83.75,2274
1510,40.75,-83.25,2908
1511,40.75,-82.75,3833
1512,40.75,-82.25,2264
1513,40.75,-81.75,1710
1514,40.75,-81.25,655
1515,40.75,-80.75,575
1516,40.75,-80.25,1127
1517,40.75,-79.75,805
1518,40.75,-79.25,330
1519,40.75,-78.75,230
1520,40.75,-78.25,833
1521,40.75,-77.75,1298
1522,40.75,-77.25,106
1523,40.75,-76.75,494
1524,40.75,-76.25,401
1525,40.75,-75.75,1081
1526,40.75,-75.25,661
1527,40.75,-74.75,522
1528,40.75,-74.25,3562
1529,40.75,-73.75,5092
1530,40.75,-73.25,1265
1531,40.75,-72.75,295
1532,40.75,-72.25,123
1533,41.25,-124.25,441
1534,41.25,-123.75,590
1535,41.25,-123.25,399
1536,41.25,-122.75,272
1537,41.25,-122.25,1149
1538,41.25,-121.75,213
1539,41.25,-121.25,270
1540,41.25,-120.75,298
1541,41.25,-114.75,39
1542,41.25,-113.75,180
1543,41.25,-112.25,854
1544,41.25,-111.75,2063
1545,41.25,-111.25,214
1546,41.25,-110.75,35
1547,41.25,-110.25,112
1548,41.25,-106.75,91
1549,41.25,-106.25,102
1550,41.25,-105.75,290
1551,41.25,-105.25,157
1552,41.25,-104.75,105
1553,41.25,-104.25,62
1554,41.25,-103.75,74
1555,41.25,-102.75,52
1556,41.25,-102.25,112
1557,41.25,-101.75,60
1558,41.25,-101.25,21
1559,41.25,-98.75,111
1560,41.25,-98.25,42
1561,41.25,-97.75,96
1562,41.25,-97.25,50
1563,41.25,-96.75,224
1564,41.25,-96.25,1447
1565,41.25,-95.75,1811
1566,41.25,-95.25,141
1567,41.25,-94.75,134
1568,41.25,-94.25,73
1569,41.25,-93.75,137
1570,41.25,-93.25,219
1571,41.25,-92.75,136
1572,41.25,-92.25,339
1573,41.25,-91.75,89
1574,41.25,-91.25,187
1575,41.25,-90.75,114
1576,41.25,-90.25,157
1577,41.25,-89.75,72
1578,41.25,-89.25,309
1579,41.25,-88.75,164
1580,41.25,-88.25,248
1581,41.25,-87.75,67
1582,41.25,-87.25,101
1583,41.25,-86.75,83
1584,41.25,-86.25,582
1585,41.25,-85.75,181
1586,41.25,-85.25,454
1587,41.25,-84.75,717
1588,41.25,-84.25,202
1589,41.25,-83.75,1293
1590,41.25,-83.25,1151
1591,41.25,-82.75,2403
1592,41.25,-82.25,3350
1593,41.25,-81.75,2775
1594,41.25,-81.25,1511
1595,41.25,-80.75,1383
1596,41.25,-80.25,637
1597,41.25,-79.75,373
1598,41.25,-79.25,451
1599,41.25,-78.75,918
1600,41.25,-78.25,647
1601,41.25,-77.75,91
1602,41.25,-77.25,159
1603,41.25,-76.75,216
1604,41.25,-76.25,353
1605,41.25,-75.75,694
1606,41.25,-75.25,412
1607,41.25,-74.75,93
1608,41.25,-74.25,644
1609,41.25,-73.75,1424
1610,41.25,-73.25,2690
1611,41.25,-72.75,1376
1612,41.25,-72.25,1318
1613,41.25,-71.75,418
1614,41.25,-71.25,115
1615,41.25,-70.75,50
1616,41.75,-124.25,320
1617,41.75,-123.75,129
1618,41.75,-123.25,502
1619,41.75,-122.75,2553
1620,41.75,-122.25,1499
1621,41.75,-121.75,56
1622,41.75,-121.25,107
1623,41.75,-120.25,245
1624,41.75,-113.75,130
1625,41.75,-113.25,326
1626,41.75,-112.75,142
1627,41.75,-112.25,1146
1628,41.75,-111.75,1315
1629,41.75,-111.25,477
1630,41.75,-110.75,219
1631,41.75,-110.25,60
1632,41.75,-109.75,33
1633,41.75,-109.25,55
1634,41.75,-108.75,34
1635,41.75,-108.25,114
1636,41.75,-107.75,49
1637,41.75,-107.25,174
1638,41.75,-106.75,176
1639,41.75,-106.25,104
1640,41.75,-105.75,29
1641,41.75,-104.75,23
1642,41.75,-104.25,28
1643,41.75,-103.75,31
1644,41.75,-96.75,76
1645,41.75,-96.25,390
1646,41.75,-95.75,93
1647,41.75,-94.25,79
1648,41.75,-93.75,1004
1649,41.75,-93.25,570
1650,41.75,-92.75,137
1651,41.75,-92.25,277
1652,41.75,-91.75,872
1653,41.75,-91.25,339
1654,41.75,-90.75,471
1655,41.75,-90.25,209
1656,41.75,-89.75,142
1657,41.75,-89.25,369
1658,41.75,-88.75,365
1659,41.75,-88.25,1932
1660,41.75,-87.75,6603
1661,41.75,-87.25,756
1662,41.75,-86.75,1041
1663,41.75,-86.25,371
1664,41.75,-85.75,684
1665,41.75,-85.25,228
1666,41.75,-84.75,436
1667,41.75,-84.25,177
1668,41.75,-83.75,847
1669,41.75,-83.25,232
1670,41.75,-82.75,156
1671,41.75,-82.25,30
1672,41.75,-81.75,158
1673,41.75,-81.25,310
1674,41.75,-80.75,575
1675,41.75,-80.25,231
1676,41.75,-79.75,189
1677,41.75,-79.25,21
1678,41.75,-78.75,327
1679,41.75,-78.25,224
1680,41.75,-77.75,630
1681,41.75,-77.25,204
1682,41.75,-76.75,39
1683,41.75,-76.25,26
1684,41.75,-75.75,108
1685,41.75,-75.25,68
1686,41.75,-74.75,160
1687,41.75,-74.25,667
1688,41.75,-73.75,866
1689,41.75,-73.25,1939
1690,41.75,-72.75,3997
1691,41.75,-72.25,2553
1692,41.75,-71.75,1928
1693,41.75,-71.25,1850
1694,41.75,-70.75,738
1695,41.75,-70.25,183
1696,41.75,-69.75,54
1697,42.25,-124.25,37
1698,42.25,-123.75,55
1699,42.25,-123.25,131
1700,42.25,-122.75,251
1701,42.25,-121.75,185
1702,42.25,-120.25,541
1703,42.25,-113.25,40
1704,42.25,-112.25,40
1705,42.25,-111.25,26
1706,42.25,-110.75,104
1707,42.25,-110.25,93
1708,42.25,-109.75,78
1709,42.25,-109.25,89
1710,42.25,-107.75,70
1711,42.25,-107.25,97
1712,42.25,-98.25,32
1713,42.25,-97.75,42
1714,42.25,-97.25,104
1715,42.25,-96.75,26
1716,42.25,-96.25,534
1717,42.25,-93.75,220
1718,42.25,-93.25,403
1719,42.25,-92.75,212
1720,42.25,-92.25,142
1721,42.25,-91.75,383
1722,42.25,-91.25,143
1723,42.25,-90.75,184
1724,42.25,-90.25,20
1725,42.25,-89.25,249
1726,42.25,-88.75,323
1727,42.25,-88.25,1393
1728,42.25,-87.75,1258
1729,42.25,-86.25,143
1730,42.25,-85.75,403
1731,42.25,-85.25,221
1732,42.25,-84.75,738
1733,42.25,-84.25,1669
1734,42.25,-83.75,1860
1735,42.25,-83.25,4621
1736,42.25,-82.75,462
1737,42.25,-82.25,24
1738,42.25,-80.25,109
1739,42.25,-79.75,199
1740,42.25,-79.25,624
1741,42.25,-78.75,637
1742,42.25,-78.25,1141
1743,42.25,-77.75,859
1744,42.25,-77.25,306
1745,42.25,-76.75,899
1746,42.25,-76.25,405
1747,42.25,-75.75,188
1748,42.25,-75.25,140
1749,42.25,-74.75,499
1750,42.25,-74.25,575
1751,42.25,-73.75,1134
1752,42.25,-73.25,1343
1753,42.25,-72.75,2270
1754,42.25,-72.25,601
1755,42.25,-71.75,1701
1756,42.25,-71.25,5541
1757,42.25,-70.75,355
1758,42.25,-70.25,100
1759,42.75,-123.25,117
1760,42.75,-122.75,39
1761,42.75,-122.25,228
1762,42.75,-121.75,39
1763,42.75,-120.75,424
1764,42.75,-120.25,109
1765,42.75,-117.25,20
1766,42.75,-115.25,23
1767,42.75,-114.75,30
1768,42.75,-114.25,36
1769,42.75,-113.75,37
1770,42.75,-112.25,118
1771,42.75,-111.25,39
1772,42.75,-110.75,45
1773,42.75,-110.25,115
1774,42.75,-109.75,134
1775,42.75,-108.75,146
1776,42.75,-108.25,70
1777,42.75,-107.75,32
1778,42.75,-106.25,31
1779,42.75,-105.75,33
1780,42.75,-105.25,21
1781,42.75,-98.25,41
1782,42.75,-97.75,206
1783,42.75,-97.25,93
1784,42.75,-96.75,89
1785,42.75,-96.25,284
1786,42.75,-95.75,70
1787,42.75,-92.75,36
1788,42.75,-92.25,138
1789,42.75,-91.75,275
1790,42.75,-90.75,129
1791,42.75,-90.25,197
1792,42.75,-89.75,372
1793,42.75,-89.25,717
1794,42.75,-88.75,792
1795,42.75,-88.25,1417
1796,42.75,-87.75,419
1797,42.75,-86.25,155
1798,42.75,-85.75,1165
1799,42.75,-85.25,616
1800,42.75,-84.75,2449
1801,42.75,-84.25,1442
1802,42.75,-83.75,2142
1803,42.75,-83.25,3051
1804,42.75,-82.75,889
1805,42.75,-82.25,51
1806,42.75,-81.75,57
1807,42.75,-81.25,363
1808,42.75,-80.75,259
1809,42.75,-80.25,322
1810,42.75,-79.75,67
1811,42.75,-79.25,102
1812,42.75,-78.75,1904
1813,42.75,-78.25,244
1814,42.75,-77.75,231
1815,42.75,-77.25,369
1816,42.75,-76.75,397
1817,42.75,-76.25,625
1818,42.75,-75.75,82
1819,42.75,-75.25,193
1820,42.75,-74.75,382
1821,42.75,-74.25,512
1822,42.75,-73.75,4078
1823,42.75,-73.25,1238
1824,42.75,-72.75,1185
1825,42.75,-72.25,438
1826,42.75,-71.75,880
1827,42.75,-71.25,2339
1828,42.75,-70.75,842
1829,43.25,-124.25,220
1830,43.25,-123.25,242
1831,43.25,-122.25,80
1832,43.25,-121.75,195
1833,43.25,-121.25,320
1834,43.25,-120.75,146
1835,43.25,-117.25,31
1836,43.25,-116.75,47
1837,43.25,-116.25,532
1838,43.25,-114.25,69
1839,43.25,-113.75,40
1840,43.25,-112.25,69
1841,43.25,-111.25,204
1842,43.25,-110.75,244
1843,43.25,-110.25,187
1844,43.25,-109.25,150
1845,43.25,-108.75,74
1846,43.25,-108.25,142
1847,43.25,-107.75,24
1848,43.25,-100.75,34
1849,43.25,-96.75,56
1850,43.25,-96.25,105
1851,43.25,-95.75,619
1852,43.25,-95.25,109
1853,43.25,-93.25,90
1854,43.25,-92.75,22
1855,43.25,-92.25,174
1856,43.25,-91.75,390
1857,43.25,-91.25,63
1858,43.25,-90.75,183
1859,43.25,-90.25,256
1860,43.25,-89.75,1063
1861,43.25,-89.25,2156
1862,43.25,-88.75,673
1863,43.25,-88.25,2386
1864,43.25,-87.75,644
1865,43.25,-86.25,386
1866,43.25,-85.75,673
1867,43.25,-85.25,563
1868,43.25,-84.75,473
1869,43.25,-84.25,862
1870,43.25,-83.75,2788
1871,43.25,-83.25,800
1872,43.25,-82.75,493
1873,43.25,-82.25,75
1874,43.25,-81.75,166
1875,43.25,-81.25,582
1876,43.25,-80.75,1167
1877,43.25,-80.25,883
1878,43.25,-79.75,1826
1879,43.25,-79.25,375
1880,43.25,-78.75,138
1881,43.25,-78.25,139
1882,43.25,-77.75,653
1883,43.25,-77.25,737
1884,43.25,-76.75,330
1885,43.25,-76.25,1076
1886,43.25,-75.75,255
1887,43.25,-75.25,428
1888,43.25,-74.75,234
1889,43.25,-74.25,92
1890,43.25,-73.75,664
1891,43.25,-73.25,698
1892,43.25,-72.75,968
1893,43.25,-72.25,716
1894,43.25,-71.75,729
1895,43.25,-71.25,604
1896,43.25,-70.75,1751
1897,43.25,-70.25,196
1898,43.75,-124.25,142
1899,43.75,-123.25,276
1900,43.75,-122.75,25
1901,43.75,-122.25,92
1902,43.75,-121.75,143
1903,43.75,-121.25,466
1904,43.75,-117.25,56
1905,43.75,-116.75,339
1906,43.75,-116.25,4442
1907,43.75,-112.25,28
1908,43.75,-111.75,138
1909,43.75,-110.75,506
1910,43.75,-110.25,155
1911,43.75,-109.75,172
1912,43.75,-108.25,65
1913,43.75,-103.75,26
1914,43.75,-103.25,107
1915,43.75,-102.75,29
1916,43.75,-102.25,33
1917,43.75,-101.75,53
1918,43.75,-99.75,37
1919,43.75,-98.25,26
1920,43.75,-96.75,143
1921,43.75,-95.75,87
1922,43.75,-95.25,145
1923,43.75,-94.75,29
1924,43.75,-94.25,25
1925,43.75,-93.25,60
1926,43.75,-92.75,145
1927,43.75,-92.25,505
1928,43.75,-91.75,439
1929,43.75,-91.25,292
1930,43.75,-90.75,310
1931,43.75,-90.25,913
1932,43.75,-89.75,236
1933,43.75,-89.25,131
1934,43.75,-88.75,159
1935,43.75,-88.25,328
1936,43.75,-87.75,110
1937,43.75,-86.25,47
1938,43.75,-85.75,196
1939,43.75,-85.25,533
1940,43.75,-84.75,972
1941,43.75,-84.25,485
1942,43.75,-83.75,263
1943,43.75,-83.25,869
1944,43.75,-81.75,824
1945,43.75,-81.25,244
1946,43.75,-80.75,316
1947,43.75,-80.25,1668
1948,43.75,-79.75,4076
1949,43.75,-79.25,3240
1950,43.75,-78.75,700
1951,43.75,-78.25,136
1952,43.75,-77.75,33
1953,43.75,-77.25,45
1954,43.75,-76.25,59
1955,43.75,-75.75,73
1956,43.75,-74.75,27
1957,43.75,-74.25,40
1958,43.75,-73.75,309
1959,43.75,-73.25,1385
1960,43.75,-72.75,1169
1961,43.75,-72.25,997
1962,43.75,-71.75,474
1963,43.75,-71.25,667
1964,43.75,-70.75,668
1965,43.75,-70.25,2130
1966,43.75,-69.75,534
1967,44.25,-124.25,59
1968,44.25,-123.75,30
1969,44.25,-123.25,799
1970,44.25,-122.75,40
1971,44.25,-121.75,139
1972,44.25,-121.25,762
1973,44.25,-117.25,78
1974,44.25,-116.75,33
1975,44.25,-116.25,292
1976,44.25,-115.75,58
1977,44.25,-110.75,250
1978,44.25,-108.75,21
1979,44.25,-103.25,62
1980,44.25,-95.25,37
1981,44.25,-94.25,79
1982,44.25,-93.75,79
1983,44.25,-93.25,145
1984,44.25,-92.75,295
1985,44.25,-92.25,372
1986,44.25,-91.75,59
1987,44.25,-91.25,66
1988,44.25,-90.75,100
1989,44.25,-90.25,162
1990,44.25,-89.75,323
1991,44.25,-89.25,276
1992,44.25,-88.75,209
1993,44.25,-88.25,921
1994,44.25,-87.75,37
1995,44.25,-86.25,311
1996,44.25,-85.75,190
1997,44.25,-85.25,763
1998,44.25,-84.75,734
1999,44.25,-84.25,192
2000,44.25,-82.75,31
2001,44.25,-80.25,477
2002,44.25,-79.75,844
2003,44.25,-79.25,423
2004,44.25,-78.75,296
2005,44.25,-78.25,223
2006,44.25,-77.75,277
2007,44.25,-77.25,218
2008,44.25,-76.75,399
2009,44.25,-76.25,374
2010,44.25,-75.75,206
2011,44.25,-75.25,129
2012,44.25,-73.75,342
2013,44.25,-73.25,1749
2014,44.25,-72.75,1404
2015,44.25,-72.25,1218
2016,44.25,-71.75,614
2017,44.25,-71.25,541
2018,44.25,-70.75,661
2019,44.25,-70.25,1414
2020,44.25,-69.75,1424
2021,44.25,-69.25,1020
2022,44.25,-68.75,838
2023,44.25,-68.25,411
2024,44.75,-124.25,264
2025,44.75,-123.25,316
2026,44.75,-122.75,378
2027,44.75,-122.25,36
2028,44.75,-121.75,39
2029,44.75,-121.25,207
2030,44.75,-120.75,48
2031,44.75,-119.25,67
2032,44.75,-117.75,99
2033,44.75,-117.25,32
2034,44.75,-116.25,255
2035,44.75,-111.75,104
2036,44.75,-111.25,312
2037,44.75,-110.75,276
2038,44.75,-110.25,177
2039,44.75,-109.75,33
2040,44.75,-109.25,93
2041,44.75,-108.75,46
2042,44.75,-108.25,138
2043,44.75,-107.25,36
2044,44.75,-106.75,38
